DISBURSED_AMOUNT,LTV,PERFORM_CNS_SCORE,NO_OF_INQUIRIES,CREDIT_SCORE,RISK_TIER,UNDERWRITING_ACTION
48783.0,79.58,667.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
62960.0,85.0,17.0,0.0,584,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44045.0,79.52,628.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51303.0,84.9,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
78079.0,63.88,0.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49713.0,88.84,18.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53879.0,72.63,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59895.0,85.0,0.0,1.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54038.0,77.66,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
61213.0,83.12,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57059.0,89.95,0.0,1.0,581,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44745.0,74.78,527.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47879.0,62.0,0.0,0.0,604,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42994.0,62.22,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
61813.0,61.93,17.0,1.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41894.0,76.61,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
82686.0,70.12,737.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55959.0,79.72,706.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52803.0,80.82,783.0,1.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50078.0,76.47,17.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
67619.0,67.94,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
66882.0,71.99,17.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
42894.0,68.81,0.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42159.0,64.18,0.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49763.0,75.99,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59947.0,83.91,300.0,1.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54078.0,66.27,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
38139.0,45.58,0.0,0.0,622,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
69817.0,74.5,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59213.0,62.4,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42394.0,75.99,783.0,0.0,616,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44549.0,66.06,830.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
40594.0,47.58,0.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
58913.0,87.76,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
60513.0,94.85,763.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
62147.0,87.73,0.0,1.0,581,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54013.0,55.83,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59813.0,57.39,0.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50578.0,85.63,790.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55659.0,76.46,825.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
46349.0,66.76,0.0,1.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
51774.0,62.15,597.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58713.0,79.91,630.0,1.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,81.64,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56800.0,76.43,708.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
36939.0,59.76,0.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
74599.0,73.97,300.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49903.0,66.66,436.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
69169.0,65.28,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47349.0,53.27,300.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
37639.0,63.67,0.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53800.0,84.53,0.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
78686.0,67.48,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
41164.0,71.33,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55674.0,84.4,407.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54003.0,83.41,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53178.0,85.55,743.0,1.0,604,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
61947.0,80.89,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
69517.0,87.52,679.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54913.0,49.94,0.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59947.0,74.72,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
31484.0,38.74,0.0,0.0,623,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
62713.0,76.08,792.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
67882.0,84.15,0.0,1.0,581,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57259.0,76.99,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
39794.0,59.54,0.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51180.0,76.19,16.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
72817.0,89.81,0.0,0.0,581,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44205.0,73.01,0.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44349.0,72.39,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50853.0,67.22,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42894.0,73.19,708.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
61947.0,76.12,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
57259.0,60.86,0.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
46349.0,69.82,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52978.0,89.56,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
38939.0,57.7,0.0,1.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
60947.0,77.5,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
72073.0,67.43,623.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
86425.0,74.59,629.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47349.0,78.97,478.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46349.0,81.81,718.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
67959.0,80.58,690.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
68169.0,88.72,738.0,1.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46849.0,81.75,676.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
73717.0,86.09,748.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48500.0,65.33,696.0,0.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
64882.0,69.68,0.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44849.0,69.24,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55259.0,81.2,825.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54303.0,64.54,743.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
71617.0,89.78,0.0,0.0,587,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48503.0,76.05,15.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
37439.0,75.3,0.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55659.0,83.8,608.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59197.0,83.76,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
67169.0,84.58,17.0,1.0,576,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
45849.0,60.26,0.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55259.0,78.86,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
42510.0,66.17,0.0,0.0,604,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40104.0,72.21,300.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56009.0,79.76,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
64212.0,88.54,708.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50303.0,67.95,0.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40104.0,70.44,825.0,0.0,620,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
43225.0,74.45,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46849.0,70.43,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53803.0,76.55,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63613.0,74.59,545.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
39894.0,58.57,0.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
95283.0,61.3,706.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56759.0,73.94,589.0,1.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
45645.0,73.62,825.0,0.0,616,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
67182.0,89.34,0.0,0.0,583,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
33484.0,40.94,0.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
30691.0,71.86,300.0,1.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50303.0,79.92,825.0,0.0,606,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
53803.0,78.79,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,58.67,503.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
58259.0,83.69,594.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51303.0,89.41,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59347.0,84.81,15.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
55859.0,88.61,18.0,0.0,581,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56637.0,85.0,417.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54609.0,88.35,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59730.0,78.21,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56127.0,82.13,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
43894.0,72.73,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
51734.0,85.0,16.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48849.0,71.04,300.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55013.0,72.53,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70123.0,71.54,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,75.79,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
34439.0,34.46,0.0,0.0,625,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
37439.0,36.69,680.0,0.0,637,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
40534.0,68.25,0.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
63713.0,79.27,783.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51303.0,72.72,0.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51803.0,75.21,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54259.0,78.63,300.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47349.0,70.81,825.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
45814.0,74.78,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40898.0,74.96,640.0,0.0,607,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55789.0,76.52,447.0,1.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
36275.0,51.72,346.0,0.0,618,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57813.0,81.48,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50003.0,79.15,836.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59613.0,88.1,530.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
39210.0,53.39,0.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
46349.0,48.17,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
72317.0,79.87,0.0,0.0,587,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
53513.0,82.69,825.0,0.0,603,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54671.0,85.0,741.0,1.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
47349.0,79.74,633.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
72816.0,69.83,0.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
61213.0,82.67,623.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
37439.0,73.87,694.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44249.0,82.06,709.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59259.0,82.65,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
29484.0,40.82,0.0,0.0,628,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
35639.0,73.45,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
37739.0,51.25,0.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
73123.0,62.64,0.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
62768.0,65.9,421.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59447.0,78.57,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70123.0,83.53,727.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50303.0,75.38,749.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
68773.0,69.52,763.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51803.0,82.73,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
45049.0,74.07,14.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54913.0,79.4,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
65669.0,79.55,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54003.0,89.2,300.0,1.0,584,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
43194.0,71.68,681.0,0.0,619,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
57346.0,88.59,738.0,1.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52733.0,73.47,15.0,0.0,591,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
77751.0,72.61,0.0,0.0,589,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
60293.0,82.29,0.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
51578.0,46.34,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43794.0,71.38,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
46599.0,71.28,655.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
38800.0,69.13,0.0,0.0,608,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
44769.0,73.97,825.0,0.0,611,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
55913.0,79.42,450.0,1.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52150.0,79.89,15.0,1.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
47349.0,74.2,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
45349.0,52.27,647.0,0.0,627,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
47849.0,81.22,0.0,0.0,593,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
56259.0,79.74,0.0,0.0,597,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49250.0,78.99,676.0,0.0,609,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
121691.0,68.52,300.0,1.0,577,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
57909.0,85.0,0.0,0.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49249.0,46.8,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
67982.0,89.97,0.0,0.0,582,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
52803.0,74.74,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
52078.0,73.85,640.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
51908.0,89.84,463.0,1.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
44099.0,72.3,784.0,0.0,618,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
40394.0,62.27,0.0,0.0,612,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
45849.0,80.68,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
21574.0,55.08,824.0,0.0,629,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
67232.0,86.82,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
46149.0,73.66,589.0,0.0,605,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43515.0,63.88,527.0,3.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50453.0,77.47,765.0,0.0,616,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
43235.0,74.05,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
35775.0,60.16,627.0,0.0,623,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
95800.0,56.84,775.0,0.0,610,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
75751.0,89.66,836.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
54000.0,79.83,651.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
71817.0,79.09,700.0,1.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49182.0,79.95,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
42894.0,70.71,836.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54864.0,89.36,0.0,0.0,592,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
59213.0,77.47,0.0,1.0,588,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
70623.0,84.12,17.0,0.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
45349.0,78.93,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
89898.0,74.87,0.0,0.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
71667.0,74.48,598.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
62713.0,88.92,0.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
63547.0,85.0,300.0,14.0,528,Tier 4 (Deep Subprime - High Risk),AUTO-DECLINE (Exceeds Risk Tolerance)
49478.0,88.37,449.0,0.0,598,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
48549.0,78.79,18.0,0.0,594,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
49913.0,83.34,329.0,2.0,584,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
61423.0,70.25,0.0,0.0,596,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
68282.0,94.8,300.0,0.0,580,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
40174.0,68.13,657.0,0.0,614,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
49763.0,75.99,18.0,0.0,590,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
50303.0,75.44,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
33284.0,50.65,0.0,0.0,621,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
35290.0,52.32,572.0,0.0,626,Tier 1 (Subprime Elite - Low Risk),AUTO-APPROVE (Standard Rate)
42394.0,70.76,0.0,0.0,601,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
59347.0,88.74,0.0,0.0,585,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
43393.0,67.74,0.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
50803.0,78.28,0.0,0.0,600,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
56659.0,84.96,609.0,0.0,602,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
42894.0,74.39,0.0,0.0,599,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
37656.0,52.81,0.0,0.0,613,Tier 2 (Subprime Standard),AUTO-APPROVE (Add 1.5% Risk Premium)
54615.0,84.99,516.0,0.0,595,Tier 3 (Subprime Hardened),MANUAL REVIEW (Require Proof of Income)
